chromosome,chromStart,chromEnd,strand,symbol,GeneID,feature_interval_length
chrX,37380383,37384488,+,Rhox3a2,100861623,4106
chrX,37390860,37395621,+,Rhox4a2,100861640,4762
chrX,37411736,37416806,+,Rhox2b,100039913,5071
chrX,37432494,37437278,+,Rhox4b,57737,4785
chrX,37453480,37458396,+,Rhox2c,100039948,4917
chrX,37469868,37473961,+,Rhox3c,100135654,4094
chrX,37480337,37485124,+,Rhox4c,434759,4788
chrX,37493410,37497715,+,Rhox2d,434760,4306
chrX,37514385,37519176,+,Rhox4d,664610,4792
chrX,37530322,37541809,+,Rhox2e,100040016,11488
chrX,37546975,37550897,+,Rhox3e,100135657,3923
chrX,37557412,37562283,+,Rhox4e,194856,4872
chrX,37571421,37576159,+,Rhox2f,434764,4739
chrX,37581352,37585496,+,Rhox3f,621852,4145
chrX,37602895,37607686,-,Rhox4f,636177,4792
chrX,37623431,37628139,-,Rhox3g,546294,4709
chrX,37639112,37643470,-,Rhox2g,434766,4359
chrX,37646501,37651327,-,Rhox4g,664608,4827
chrX,37657688,37668764,-,Rhox3h,434758,11077
chrX,37668997,37673277,-,Rhox2h,622301,4281
chrX,37754608,37808878,+,Rhox5,18617,54271
chrX,37827055,37829857,+,Rhox6,19202,2803
chrX,37831686,37841171,+,Rhox7a,547168,9486
chrX,37874780,37890766,-,Rhox8,434768,15987
chrX,37899097,37901770,-,Rhox9,104384,2674
chrX,37940596,37945671,-,LOC102637882,102637882,5076
chrX,38013173,38018850,-,Btg1-ps1,436199,5678
chrX,38038199,38043114,-,Btg1-ps2,194735,4916
chrX,38066475,38071688,+,Rhox10,434769,5214
chrX,38076598,38085139,-,Rhox11,194738,8542
chrX,38104062,38110907,-,Rhox12,382282,6846
chrX,38120840,38129966,+,Rhox13,73614,9127
chrX,38189793,38197046,+,Zbtb33,56805,7254
chrX,38196573,38252496,-,Tmem255a,245386,55924
chrX,38316122,38336784,+,Atp1b4,67821,20663
chrX,38399647,38456460,-,Lamp2,16784,56814
chrX,38531616,38576196,-,Cul4b,72584,44581
chrX,38600471,38613524,+,Mcts1,68995,13054
chrX,38630783,38635143,-,C1galt1c1,59048,4361
chrX,38772780,38962688,+,6030498E09Rik,77883,189909
chrX,39346266,39346963,+,Cypt15,78631,698
chrX,39862919,39863604,-,Cypt14,100504400,686
chrX,41400854,41678601,+,Gria3,53623,277748
chrX,41794992,41911937,-,Thoc2,331401,116946
chrX,42059613,42109664,+,Xiap,11798,50052
chrX,42149297,42277186,+,Stag2,20843,127890
chrX,42489558,42491953,+,Tex13d,100039899,2396
chrX,42502565,42522097,+,Sh2d1a,20400,19533
chrX,42527866,43429168,-,Tenm1,23963,901303
chrX,43590989,43593530,+,Tex13c1,637093,2542
chrX,44365457,44368337,-,Dcaf12l2,245403,2881
chrX,44786567,44790197,-,Dcaf12l1,245404,3631
chrX,45090904,45092791,+,Prr32,68800,1888
chrX,46329007,46330345,+,Actrt1,73360,1339
chrX,47809370,47892613,-,Smarca1,93761,83244
chrX,47912418,47966428,+,Ocrl,320634,54011
chrX,48025146,48034853,-,Apln,30878,9708
chrX,48106913,48136982,+,Xpnpep2,170745,30070
chrX,48146436,48161565,+,Sash3,74131,15130
chrX,48171967,48208702,-,Zdhhc9,208884,36736
chrX,48256934,48282450,+,Utp14a,72554,25517
chrX,48341358,48408068,+,Bcorl1,320376,66711
chrX,48411049,48463132,-,Elf4,56501,52084
chrX,48474944,48513563,-,Aifm1,26926,38620
chrX,48513663,48530240,+,Rab33a,19337,16578
chrX,48541626,48594648,-,Zfp280c,208968,53023
chrX,48623418,48662298,+,Slc25a14,20523,38881
chrX,48667979,48674478,-,Gpr119,236781,6500
chrX,48695004,48710719,+,Rbmx2,209003,15716
chrX,48841458,48877815,-,Gm595,209005,36358
chrX,49009707,49288243,-,Enox2,209224,278537
chrX,49448360,49500244,+,Arhgap36,75404,51885
chrX,49683504,49684463,+,Olfr1320,236784,960
chrX,49726973,49727932,-,Olfr1321,236785,960
chrX,49782536,49797907,-,Igsf1,209268,15372
chrX,49885469,49886401,-,Olfr1322,257978,933
chrX,50009306,50010235,-,Olfr1323,258385,930
chrX,50425496,50426494,-,Olfr1324,258289,999
chrX,50841174,50893103,+,Stk26,70415,51930
chrX,50892645,50943619,-,Frmd7,385354,50975
chrX,51003912,51020091,-,Rap2c,72065,16180
chrX,51113494,51205990,-,Mbnl3,171170,92497
chrX,51386637,51681705,-,Hs6st2,50786,295069
chrX,51752667,51801233,-,Usp26,83563,48567
chrX,51968693,51973502,-,1700080O16Rik,74279,4810
chrX,52051007,52164923,-,Gpc4,14735,113917
chrX,52272426,52613974,-,Gpc3,14734,341549
chrX,52791200,52799474,+,Ccdc160,434778,8275
chrX,52912214,52956961,+,Phf6,70998,44748
chrX,52988078,53021660,+,Hprt,15452,33583
chrX,53069993,53240110,-,Plac1,56096,170118
chrX,53243415,53269850,-,Fam122b,78755,26436
chrX,53273419,53331186,+,Fam122c,73866,57768
chrX,53344594,53370658,-,Mospd1,70380,26065
chrX,53434918,53443576,+,Etd,69501,8659
chrX,53577073,53580003,-,4933416I08Rik,71159,2931
chrX,53607922,53609135,+,Rtl8c,72865,1214
chrX,53642488,53643763,-,Rtl8a,66158,1276
chrX,53669165,53670437,-,Rtl8b,553127,1273
chrX,53724655,53738565,+,4930502E18Rik,75013,13911
chrX,53742901,53757970,-,1700013H16Rik,75514,15070
chrX,53772686,53776394,-,Zfp36l3,333473,3709
chrX,53777118,53797716,-,Xlr,22441,20599
chrX,54349112,54365931,+,Gm14596,625508,16820
chrX,54440097,54457011,+,Gm14594,666096,16915
chrX,54531166,54548016,+,Gm16405,100040867,16851
chrX,54622169,54639019,+,Gm16430,100040894,16851
chrX,54713224,54730009,+,Gm14595,666122,16786
chrX,54810872,54827788,+,Gm14590,666135,16917
chrX,55019202,55036109,+,Gm7950,666151,16908
chrX,55095566,55112454,+,Gm7958,666161,16889
chrX,55226876,55243736,+,Slxl1,75140,16861
chrX,55309727,55326665,+,Gm6660,626274,16939
chrX,55430228,55446943,+,Gm14625,625210,16716
chrX,55551596,55568457,+,Gm16404,100039055,16862
chrX,55798252,55816984,+,Gm6664,626315,18733
chrX,55839252,56153496,+,3830403N18Rik,70691,314245
chrX,55891713,55895852,-,Gm35586,102639227,4140
chrX,56189827,56212886,-,Gm773,331416,23060
chrX,56277085,56293278,-,Gm35953,102639702,16194
chrX,56346397,56365674,+,Zfp449,78619,19278
chrX,56374517,56378470,+,Smim10l2a,320237,3954
chrX,56454825,56507843,+,Ints6l,236790,53019
chrX,56543873,56569162,-,Gm648,270599,25290
chrX,56585512,56597944,-,Mmgt1,236792,12433
chrX,56609556,56664230,+,Slc9a6,236794,54675
chrX,56731209,56793346,+,Fhl1,14199,62138
chrX,56794833,56822490,-,Map7d3,320923,27658
chrX,56894234,56980359,+,Adgrg4,236798,86126
chrX,57043074,57048758,+,Brs3,12209,5685
chrX,57053570,57067183,+,Htatsf1,72459,13614
chrX,57088106,57106540,+,Vgll1,170828,18435
chrX,57212143,57224042,+,Cd40lg,21947,11900
chrX,57231485,57338758,-,Arhgef6,73341,107274
chrX,57383348,57393046,-,Rbmx,19655,9699
chrX,57400767,57488773,+,Gm364,245423,88007
chrX,57496668,57503757,-,Gpr101,245424,7090
chrX,58030628,58036630,+,Zic3,22773,6003
chrX,58909356,58920305,+,4930550L24Rik,75352,10950
chrX,59062139,59585572,-,Fgf13,14168,523434
chrX,59999329,60030760,+,F9,14071,31432
chrX,60055956,60179184,-,Mcf2,109904,123229
chrX,60223283,60404853,-,Atp11c,320940,181571
chrX,60435840,60456195,-,Gm7073,631784,20356
chrX,60548008,60549217,+,Gm715,279618,1210
chrX,60891366,60893430,-,Sox3,20675,2065
chrX,61183246,61185558,-,Cdr1,631990,2313
chrX,61288194,61292480,+,Gm4988,245440,4287
chrX,61709611,61710950,+,Ldoc1,434784,1340
chrX,62282960,62292084,+,4933402E13Rik,74437,9125
chrX,62446491,62468812,+,4931400O07Rik,70936,22322
chrX,64151405,64152198,-,Gm6760,627470,794
chrX,64173548,64178779,+,3830417A13Rik,70696,5232
chrX,64264883,64277345,-,Slitrk4,245446,12463
chrX,65047644,65049017,+,Ctag2,70062,1374
chrX,65707395,65709203,+,LOC115489121,115489121,1809
chrX,66648951,66661402,+,Slitrk2,245450,12452
chrX,66758813,66760651,+,LOC115489126,115489126,1839
chrX,67048245,67049921,+,LOC115489129,115489129,1677
chrX,67682900,67693562,-,Gm1140,382217,10663
chrX,67695698,67706258,+,Gm14692,666842,10561
chrX,67919864,67921450,-,4933436I01Rik,66780,1587
chrX,68678536,68717963,+,Fmr1,14265,39428
chrX,68761839,68804561,+,Fmr1nb,207854,42723
chrX,68892373,68893053,-,Gm6812,627927,681
chrX,69360190,69872054,+,Aff2,14266,511865
chrX,69945281,69945980,+,1700020N15Rik,75509,700
chrX,70343069,70385834,-,Ids,15931,42766
chrX,70385913,70389416,+,1110012L19Rik,68618,3504
chrX,70459753,70477180,-,Tmem185a,236848,17428
chrX,70545558,70546385,+,Gm14725,628053,828
chrX,71050036,71156056,+,Mamld1,333639,106021
chrX,71210767,71315413,+,Mtm1,17772,104647
chrX,71364760,71419196,+,Mtmr1,53332,54437
chrX,71420060,71492866,-,Cd99l2,171486,72807
chrX,71555917,71560673,+,Hmgb3,15354,4757
chrX,71663667,71669257,+,Gpr50,14765,5591
chrX,71684586,71686265,+,LOC115489097,115489097,1680
chrX,71812752,71824706,+,Vma21,67048,11955
chrX,71882005,71883666,-,LOC115489100,115489100,1662
chrX,71962164,71972722,+,Prrg3,208748,10559
chrX,71991849,72010218,+,Cnga2,12789,18370
chrX,72221015,72222964,+,Magea4,17140,1950
chrX,72256926,72274828,-,Gabre,14404,17903
chrX,72381870,72386858,-,Magea10,236852,4989
chrX,72432676,72656919,-,Gabra3,14396,224244
chrX,72825163,72842607,+,Gabrq,57249,17445
chrX,72876785,72878584,-,LOC115489096,115489096,1800
chrX,72913565,72918344,-,Cetn2,26370,4780
chrX,72918521,72958528,+,Nsdhl,18194,40008
chrX,72987252,73031543,+,Zfp185,22673,44292
chrX,73033981,73039721,-,Pnma5,385377,5741
chrX,73064787,73068191,+,Pnma3,245468,3405
chrX,73074343,73082527,-,Xlr4a,434794,8185
chrX,73086293,73097095,-,Xlr3a,22445,10803
chrX,73107621,73118717,-,Xlr5a,574438,11097
chrX,73117030,73129269,+,Gm14685,574404,12240
chrX,73137223,73149466,-,DXBay18,574405,12244
chrX,73147784,73158886,+,Xlr5b,627081,11103
chrX,73175302,73176989,-,Spin2d,100504429,1688
chrX,73192150,73202930,+,Xlr3b,574437,10781
chrX,73214321,73222453,+,Xlr4b,27083,8133
chrX,73228306,73230795,+,F8a,14070,2490
chrX,73234076,73243130,-,Xlr4c,72891,9055
chrX,73254538,73265576,-,Xlr3c,22446,11039
chrX,73283361,73293863,-,Xlr5c,27084,10503
chrX,73342593,73359080,+,Zfp275,27081,16488
chrX,73410949,73428382,+,Zfp92,22754,17434
chrX,73433705,73435343,-,Trex2,24102,1639
chrX,73437315,73459029,-,Haus7,73738,21715
chrX,73483601,73495936,+,Bgn,12111,12336
chrX,73502749,73573275,+,Atp2b3,320707,70527
chrX,73639389,73643514,+,Dusp9,75590,4126
chrX,73655992,73660117,-,Pnck,93843,4126
chrX,73673133,73682502,+,Slc6a8,102857,9370
chrX,73686178,73717815,-,Bcap31,27061,31638
chrX,73716597,73738534,+,Abcd1,11666,21938
chrX,73756556,73772510,+,Plxnb3,140571,15955
chrX,73772608,73778925,+,Srpk3,56504,6318
chrX,73778963,73786897,-,Idh3g,15929,7935
chrX,73787023,73790828,+,Ssr4,20832,3806
chrX,73793357,73825043,-,Pdzd4,245469,31687
chrX,73853780,73880838,-,L1cam,16728,27059
chrX,73891765,73894428,+,Avpr2,12000,2664
chrX,73894352,73911345,-,Arhgap4,171207,16994
chrX,73916870,73921944,-,Naa10,56292,5075
chrX,73922121,73930850,-,Renbp,19703,8730
chrX,73942792,73966995,-,Hcfc1,15161,24204
chrX,74013914,74023921,-,Irak1,16179,10008
chrX,74026592,74085690,-,Mecp2,17257,59099
chrX,74127466,74150756,+,Opn1mw,14539,23291
chrX,74150909,74167838,-,Tex28,385380,16930
chrX,74177259,74208498,+,Tktl1,83553,31240
chrX,74223461,74249854,-,Flna,192176,26394
chrX,74254674,74261563,+,Emd,13726,6890
chrX,74270816,74273135,+,Rpl10,110954,2320
chrX,74273217,74282333,-,Dnase1l1,69537,9117
chrX,74281900,74295319,+,Taz,66826,13420
chrX,74297097,74304721,+,Atp6ap1,54411,7625
chrX,74305012,74311867,+,Gdi1,14567,6856
chrX,74313033,74320149,+,Fam50a,108160,7117
chrX,74328290,74344689,+,Plxna3,18846,16400
chrX,74352162,74353618,-,Lage3,66192,1457
chrX,74365718,74368548,-,Ubl4a,27643,2831
chrX,74367447,74373349,-,Gm44504,100169864,5903
chrX,74369217,74373349,-,Slc10a3,214601,4133
chrX,74384210,74393296,-,Fam3a,66294,9087
chrX,74393233,74456792,+,Ikbkg,16151,63560
chrX,74409483,74428880,-,G6pdx,14381,19398
chrX,74480117,74481562,-,Gm6880,628456,1446
chrX,74594328,74595275,+,Olfr1325,258393,948
chrX,74639114,74645988,-,Gm5640,434797,6875
chrX,74740927,74742188,+,Gm6890,628518,1262
chrX,74836841,74843369,+,Gm5936,546325,6529
chrX,74966844,74969125,-,Gm38425,100503280,2282
chrX,74988545,75084905,-,Gab3,210710,96361
chrX,75095854,75109776,+,Dkc1,245474,13923
chrX,75109733,75131016,-,Mpp1,17524,21284
chrX,75146057,75163756,-,Smim9,434800,17700
chrX,75170344,75382738,-,F8,14069,212395
chrX,75382399,75397158,+,Fundc2,67391,14760
chrX,75404846,75416584,-,Cmc4,105886298,11739
chrX,75410442,75416584,-,Mtcp1,17763,6143
chrX,75416628,75455702,+,Brcc3,210766,39075
chrX,75514297,75534946,+,Vbp1,22327,20650
chrX,75572045,75578231,-,Rab39b,67790,6187
chrX,75785653,75875182,-,Pls3,102866,89530
chrX,76264306,76267673,+,Cldn34b3,238829,3368
chrX,76385323,76397979,+,Cldn34b4,619294,12657
chrX,76582610,76602924,-,Cldn34d,74987,20315
chrX,77076205,77078082,-,LOC115489122,115489122,1878
chrX,77509549,77662722,+,Tbl1x,21372,153174
chrX,77674669,77691298,-,Cldn34-ps,628893,16630
chrX,77760972,77796235,-,Prkx,19108,35264
chrX,77837898,77853500,-,Pbsn,54192,15603
chrX,77864758,77870033,+,Gm14744,628923,5276
chrX,77919786,77925062,-,5430402E10Rik,71351,5277
chrX,78085505,78091374,-,Obp1a,18249,5870
chrX,78125467,78130403,+,Gm5938,546335,4937
chrX,78186808,78192242,+,Obp1b,628991,5435
chrX,78240462,78245921,-,Gm14743,236874,5460
chrX,78369643,78371128,+,4930480E11Rik,74910,1486
chrX,78449610,78583914,-,Prrg1,546336,134305
chrX,78709290,78711104,+,LOC115489139,115489139,1815
chrX,78737763,78739410,+,Fam47c,70864,1648
chrX,79266558,79517351,-,Cfap47,636104,250794
chrX,79623231,79671435,-,Mageb16,71967,48205
chrX,79689158,79690141,+,LOC115489125,115489125,984
chrX,81070644,81097875,+,Tmem47,192216,27232
chrX,81419575,81458122,-,4930595M18Rik,245492,38548
chrX,82814664,85205050,+,Dmd,13405,2390387
chrX,83486674,83487924,-,Tsga8,100502723,1251
chrX,83872971,83883478,-,Gm46696,108168499,10508
chrX,84510837,84512624,-,LOC115489132,115489132,1788
chrX,85249677,85270291,+,Fthl17a,71996,20615
chrX,85573854,85634469,+,Tab3,66724,60616
chrX,85701937,85776819,-,Gk,14933,74883
chrX,85776968,85891499,+,5430427O19Rik,71398,114532
chrX,86044199,86047313,+,Samt3,73495,3115
chrX,86191775,86195947,+,Nr0b1,11614,4173
chrX,86250256,86256219,-,Mageb4,434903,5964
chrX,86740937,88115948,-,Il1rapl1,331461,1375012
chrX,89300869,89302596,+,LOC115489127,115489127,1728
chrX,89403848,89409689,-,Dcaf8l,18630,5842
chrX,89678057,89679736,+,LOC115489141,115489141,1680
chrX,89752268,89755491,+,4932429P05Rik,245509,3224
chrX,89930097,89932852,-,4930415L06Rik,245511,2756
chrX,90878355,90893134,+,Gm44,212952,14780
chrX,91331905,91332897,+,Mageb2,17146,993
chrX,91392500,91393534,+,Gm5072,278167,1035
chrX,91478741,91481596,+,Gm8914,667988,2856
chrX,91624243,91635671,+,Gm14781,629542,11429
chrX,91625353,91626477,+,LOC108168446,108168446,1125
chrX,91779608,91782976,-,Mageb5,74271,3369
chrX,91931510,91934365,-,Gm5071,278087,2856
chrX,92015191,92016333,-,Mageb1,17145,1143
chrX,92118879,92599572,-,Mageb18,215641,480694
chrX,92489949,92490681,+,Gm5941,546347,733
chrX,93286507,93298357,+,Arx,11878,11851
chrX,93304766,93632387,-,Pola1,18968,327622
chrX,93654863,93749951,+,Pcyt1b,236899,95089
chrX,93764616,93832150,-,Pdk3,236900,67535
chrX,94074631,94150645,-,Zfx,22764,76015
chrX,94188709,94212651,-,Eif2s3x,26905,23943
chrX,94232278,94277724,+,Klhl15,236904,45447
chrX,94339903,94366909,-,Fam90a1b,631145,27007
chrX,94367010,94417093,+,Apoo,68316,50084
chrX,94535474,94542025,-,Maged1,94275,6552
chrX,94636069,94638562,+,Gspt2,14853,2494
chrX,94724569,94730191,+,Zxdb,668166,5623
chrX,95022507,95026682,-,Spin4,270624,4176
chrX,95048930,95196853,-,Arhgef9,236915,147924
chrX,95420313,95444840,-,Amer1,72345,24528
chrX,95469527,95558004,-,Asb12,70392,88478
chrX,95639187,95658509,-,Zc4h2,245522,19323
chrX,95711583,95932656,+,Zc3h12b,547176,221074
chrX,95732590,95733265,-,1700010D01Rik,76386,676
chrX,95920045,95956974,-,Las1l,76130,36930
chrX,96096045,96168553,+,Msn,17698,72509
chrX,96247201,96293438,-,Vsig4,278180,46238
chrX,96306178,96456294,-,Hsf3,245525,150117
chrX,96455436,96574485,+,Heph,15203,119050
chrX,96713468,96719388,+,Gpr165,76206,5921
chrX,97072596,97082104,+,Pgr15l,245526,9509
chrX,97333837,97377234,-,Eda2r,245527,43398
chrX,98148757,98323218,+,Ar,11835,174462
chrX,98554280,98891082,-,Ophn1,94190,336803
chrX,98936316,98949021,+,Yipf6,77929,12706
chrX,99002933,99074728,+,Stard8,236920,71796
chrX,99136061,99149022,+,Efnb1,13641,12962
chrX,99465734,99471268,-,Pja1,18744,5535
chrX,99820164,99848789,+,Tmem28,620592,28626
chrX,99975606,100400760,+,Eda,13607,425155
chrX,100402221,100494278,-,Awat2,245532,92058
chrX,100428908,100429885,+,Otud6a,408193,978
chrX,100494291,100516125,+,Igbp1,18518,21835
chrX,100524838,100546108,+,Dgat2l6,668257,21271
chrX,100572247,100578206,+,Awat1,245533,5960
chrX,100588358,100594927,-,P2ry4,57385,6570
chrX,100605480,100618493,+,Arr3,170735,13014
chrX,100622871,100625948,-,Pdzd11,72621,3078
chrX,100626065,100727271,+,Kif4,16571,101207
chrX,100729836,100738901,+,Gdpd2,71584,9066
chrX,100767411,100818410,+,Dlg3,53310,51000
chrX,100838648,101059639,-,Tex11,83558,220992
chrX,101079146,101090452,-,Slc7a3,11989,11307
chrX,101089367,101222583,-,Snx12,55988,133217
chrX,101254261,101260873,+,Foxo4,54601,6613
chrX,101261373,101263992,-,Gm614,245536,2620
chrX,101264385,101268255,-,Il2rg,16186,3871
chrX,101274091,101298934,+,Med12,59024,24844
chrX,101299179,101321350,+,Nlgn3,245537,22172
chrX,101376376,101385629,+,Gjb1,14618,9254
chrX,101404384,101421385,-,Zmym3,56364,17002
chrX,101429560,101448593,+,Nono,53610,19034
chrX,101449088,101466122,+,Itgb1bp2,26549,17035
chrX,101527572,101601789,+,Taf1,270627,74218
chrX,101640011,101684351,+,Ogt,108155,44341
chrX,101695569,101705665,+,LOC115489118,115489118,10097
chrX,101731535,101734147,-,Cxcr3,12766,2613
chrX,101790332,101794468,-,Gm4779,102634296,4137
chrX,101794554,101798658,+,8030474K03Rik,382231,4105
chrX,101849261,102092055,+,Nhsl2,100042480,242795
chrX,102066542,102071307,-,Rtl5,331474,4766
chrX,102119469,102127673,+,Pin4,69713,8205
chrX,102142820,102157091,-,Ercc6l,236930,14272
chrX,102184941,102189391,-,Rps4x,20102,4451
chrX,102247378,102252181,-,Cited1,12705,4804
chrX,102284638,102505381,-,Hdac8,70315,220744
chrX,102513975,102644301,-,Phka1,18679,130327
chrX,102706888,102707670,-,Gm9112,668339,783
chrX,102707881,102715209,+,Dmrtc1b,632708,7329
chrX,102760254,102779496,+,LOC102632256,102632256,19243
chrX,102797880,102809950,+,Dmrtc1c1,71083,12071
chrX,102847631,102857207,-,Dmrtc1c2,668357,9577
chrX,102859186,102866353,-,1700031F05Rik,73300,7168
chrX,102880507,102882317,-,LOC102632367,102632367,1811
chrX,102903216,102910145,-,Dmrtc1a,70887,6930
chrX,103182971,103256632,-,4930519F16Rik,75106,73662
chrX,103184059,103186664,-,Nap1l2,17954,2606
chrX,103321398,103330224,+,Cdx4,12592,8827
chrX,103356403,103409092,+,Chic1,12212,52690
chrX,103409012,103424588,+,Tsx,22127,15577
chrX,103630586,103631664,+,Zcchc13,75064,1079
chrX,103697414,103821988,-,Slc16a2,20502,124575
chrX,103957163,103981296,-,Rlim,19820,24134
chrX,104076761,104201783,-,Nexmif,245555,125023
chrX,104280565,104413846,-,Abcb7,11306,133282
chrX,104482803,104512227,+,Uprt,331487,29425
chrX,104536969,104671090,-,Zdhhc15,108672,134122
chrX,104854952,104857267,-,Magee2,272790,2316
chrX,105079731,105117094,+,Pbdc1,67683,37364
chrX,105120378,105123961,+,Magee1,107528,3584
chrX,105499772,105500639,+,Cypt2,245566,868
chrX,105764477,105776532,+,Fgf16,80903,12056
chrX,105797615,105929372,-,Atrx,22589,131758
chrX,105968084,106011802,-,Magt1,67075,43719
chrX,106015700,106022450,+,Cox7b,66142,6751
chrX,106027224,106128161,+,Atp7a,11977,100938
chrX,106143275,106160493,+,Tlr13,279572,17219
chrX,106187100,106203699,+,Pgk1,18655,16600
chrX,106206874,106221158,-,Taf9b,407786,14285
chrX,106235246,106255372,-,Fnd3c2,331491,20127
chrX,106420041,106485577,-,Fndc3c1,333564,65537
chrX,106576509,106603679,-,Cysltr1,58861,27171
chrX,106583170,106710557,+,Gm5127,331493,127388
chrX,106837082,106840539,-,Rtl3,213436,3458
chrX,106920625,106933899,+,Lpar4,78134,13275
chrX,107088492,107104974,+,P2ry10,78826,16483
chrX,107148927,107173661,+,P2ry10b,213438,24735
chrX,107255878,107296771,+,Gpr174,213439,40894
chrX,107397195,107403360,-,Itm2a,16431,6166
chrX,107667964,107688980,+,Tbx22,245572,21017
chrX,107782751,107816334,-,2610002M06Rik,67028,33584
chrX,107792590,107872911,+,Tent5d,213449,80322
chrX,107945735,107948436,-,Gm732,213450,2702
chrX,108735845,108834362,-,Brwd3,382236,98518
chrX,108893086,108893721,+,LOC115489155,115489155,636
chrX,109004537,109013380,-,Hmgn5,50887,8844
chrX,109095407,109162467,+,Sh3bgrl,56726,67061
chrX,109196756,109200445,+,Gm6377,622976,3690
chrX,109445438,109558772,+,Gm34521,102637800,113335
chrX,110814379,110819108,+,Pou3f4,18994,4730
chrX,111110418,111125854,+,Cylc1,67407,15437
chrX,111387837,111538097,-,Rps6ka6,67071,150261
chrX,111575204,111697079,-,Hdx,245596,121876
chrX,111896766,112127326,+,Tex16,83556,230561
chrX,112171438,112249350,+,4933403O08Rik,71030,77913
chrX,112311352,112372755,+,Apool,68117,61404
chrX,112384305,112406779,-,Satl1,73809,22475
chrX,112495274,112558343,+,2010106E10Rik,67715,63070
chrX,112600526,112635070,+,Zfp711,245595,34545
chrX,112638427,112698711,-,Pof1b,69693,60285
chrX,113040592,113185539,-,Chm,12662,144948
chrX,113297496,113836386,+,Dach2,93837,538891
chrX,114474333,114561129,+,Klhl4,237010,86797
chrX,114905012,114905941,+,Ube2dnl1,237009,930
chrX,114907582,114908510,+,Ube2dnl2,75097,929
chrX,114980925,114981385,-,Gm7429,664969,461
chrX,116448944,116478783,+,Cpxcr1,382239,29840
chrX,116681178,116681525,+,H2afb2,624153,348
chrX,117014757,117015104,+,H2afb1,100039319,348
chrX,118427227,118428258,+,Tgif2lx2,100039551,1032
chrX,118479708,118480729,-,Tgif2lx1,245583,1022
chrX,119927196,119930165,+,Pabpc5,93728,2970
chrX,120290238,120910622,+,Pcdh11x,245578,620385
chrX,120312582,120313226,-,H2afb3,624957,645
chrX,122394560,122397385,-,Nap1l3,54561,2826
chrX,123103523,123145654,+,Cldn34c1,73061,42132
chrX,123220985,123222475,-,Srsx,100151772,1491
chrX,123346785,123378718,+,Gm2411,100039763,31934
chrX,123576286,123605024,+,Cldn34c2,625591,28739
chrX,123788212,123823149,+,Cldn34c3,382265,34938
chrX,124016018,124044356,+,Gm5945,546368,28339
chrX,124127339,124135910,-,Vmn2r121,100038941,8572
